name,popular_tags,game_details,genre,ID
Kenshi,"Open World,Sandbox,RPG,Survival,Strategy,Crafting,Building,Post-apocalyptic,City Builder,Singleplayer,Indie,Base Building,Simulation,Management,Adventure,RTS,Ninja,Early Access,Steampunk,Alternate History","Single-player,Steam Workshop,Includes level editor","Action,Indie,RPG,Simulation,Strategy",kenshi
Subnautica,"Survival,Open World,Exploration,Underwater,Crafting,Base Building,Singleplayer,First-Person,Adventure,Horror,Sci-fi,Sandbox,Aliens,Atmospheric,Early Access,Action,Indie,Survival Horror,VR,Multiplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Adventure,Indie",subnautica
Grim Dawn,"Action RPG,Dark Fantasy,Hack and Slash,RPG,Loot,Dungeon Crawler,Dark,Co-op,Multiplayer,Singleplayer,Fantasy,Action,Adventure,Atmospheric,Isometric,Post-apocalyptic,Indie,Zombies,Kickstarter,Crowdfunded","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG",grimdawn
7 Days to Die,"Early Access,Survival,Zombies,Open World,Crafting,Multiplayer,Sandbox,Building,Co-op,Survival Horror,Adventure,Action,Early Access,Horror,Online Co-Op,FPS,Singleplayer,RPG,Indie,Gore","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Includes level editor","Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",7daystodie
Fallout: New Vegas,"Open World,RPG,Post-apocalyptic,Singleplayer,Moddable,Exploration,First-Person,Action,Story Rich,Adventure,Sci-fi,FPS,Atmospheric,Western,Action RPG,Survival,Sandbox,Character Customization,Masterpiece,Shooter","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,RPG",falloutnewvegas
Wolfenstein: The New Order,"FPS,Action,Masterpiece,Shooter,Alternate History,First-Person,Gore,Singleplayer,Atmospheric,World War II,Story Rich,Sci-fi,Stealth,Old School,Adventure,War,Great Soundtrack,Robots,Dystopian,Epic","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards",Action,wolfensteintheneworder
Europa Universalis IV,"Grand Strategy,Strategy,Historical,Simulation,Real-Time with Pause,Multiplayer,Sandbox,Military,Replay Value,Singleplayer,Diplomacy,Political,Education,Moddable,RTS,Medieval,Great Soundtrack,Open World,Co-op,4X","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Simulation,Strategy",europauniversalisiv
Starbound,"Sandbox,Survival,Adventure,Space,Crafting,Indie,Multiplayer,Pixel Graphics,2D,Building,RPG,Exploration,Open World,Action,Sci-fi,Co-op,Platformer,Singleplayer,Atmospheric,Great Soundtrack","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Adventure,Casual,Indie,RPG",starbound
PAYDAY 2,"Co-op,Action,FPS,Heist,Online Co-Op,Stealth,Multiplayer,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Simulation,Funny,Adventure","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases","Action,RPG",payday2
"Papers, Please","Indie,Political,Simulation,Point & Click,Singleplayer,Dystopian,Pixel Graphics,Puzzle,Retro,Multiple Endings,Story Rich,Atmospheric,2D,Strategy,Addictive,Great Soundtrack,Casual,Adventure,Replay Value,Difficult","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Adventure,Indie",papersplease
Prey,"Sci-fi,Space,Atmospheric,Singleplayer,FPS,Horror,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Adventure,Open World,Survival Horror,Stealth,RPG,Psychological Horror,Great Soundtrack,Immersive Sim","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",prey
Tabletop Simulator,"Board Game,Simulation,Multiplayer,Sandbox,Card Game,Physics,Casual,Moddable,Strategy,Indie,RPG,Chess,Online Co-Op,Co-op,Masterpiece,VR,Singleplayer,Comedy,Relaxing,Adventure","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Casual,Indie,RPG,Simulation,Strategy",tabletopsimulator
Screencheat,"Split Screen,FPS,Local Multiplayer,Multiplayer,Action,Indie,4 Player Local,Controller,Funny,Local Co-Op,First-Person,Shooter,Comedy,Great Soundtrack,Arena Shooter","Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie",screencheat
Space Engineers,"Space,Sandbox,Building,Multiplayer,Simulation,Survival,Open World,Physics,Crafting,Destruction,Co-op,Indie,Futuristic,Sci-fi,Singleplayer,Action,Early Access,Strategy,Adventure,Atmospheric","Single-player,Multi-player,Online Multi-Player,Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor","Action,Indie,Simulation,Strategy",spaceengineers
Sid Meier's Civilization® V,"Turn-Based Strategy,Strategy,Turn-Based,Multiplayer,Historical,4X,Addictive,Singleplayer,Hex Grid,Grand Strategy,Replay Value,Co-op,Tactical,Economy,Diplomacy,Moddable,Masterpiece,Simulation,Classic,Great Soundtrack","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy,sidmeierscivilizationv
Crypt of the NecroDancer,"Rhythm,Rogue-like,Great Soundtrack,Pixel Graphics,Dungeon Crawler,Indie,Female Protagonist,Difficult,Music,Local Co-Op,RPG,Rogue-lite,Action,2D,Procedural Generation,Singleplayer,Co-op,Adventure,Fantasy,Retro","Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Indie,RPG",cryptofthenecrodancer
Garry's Mod,"Sandbox,Multiplayer,Funny,Moddable,Building,Comedy,Co-op,First-Person,Mod,Simulation,Physics,Online Co-Op,FPS,Singleplayer,Action,Shooter,Animation & Modeling,Indie,Massively Multiplayer,Adventure","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Indie,Simulation",garrysmod
Brawlhalla,"Free to Play,Multiplayer,Fighting,2D,2D Fighter,Action,Local Multiplayer,Platformer,Co-op,Controller,Online Co-Op,Local Co-Op,4 Player Local,Beat 'em up,Indie,Singleplayer,Massively Multiplayer,Early Access,Survival,Adventure","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards","Action,Free to Play,Indie",brawlhalla
Crusader Kings II,"Grand Strategy,Medieval,Strategy,Historical,Simulation,RPG,Sandbox,Politics,Multiplayer,Diplomacy,Replay Value,Singleplayer,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op","Single-player,Multi-player,Steam Trading Cards","RPG,Simulation,Strategy",crusaderkingsii
Call of Duty®: Black Ops III,"Multiplayer,FPS,Zombies,Shooter,Action,First-Person,Co-op,Singleplayer,Illuminati,Futuristic,Robots,Sci-fi,Gore,Great Soundtrack,Story Rich,Atmospheric,Quick-Time Events,Parkour,Simulation,Open World","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Steam Leaderboards","Action,Adventure",callofdutyblackopsiii
Star Trek Online,"Free to Play,Sci-fi,Space,Massively Multiplayer,RPG,MMORPG,Open World,Action,Multiplayer,Character Customization,Third Person,Adventure,PvP,PvE,Singleplayer,Co-op,Online Co-Op,Strategy,Tactical,Action RPG","Multi-player,MMO,Co-op,Steam Achievements,Full controller support,In-App Purchases","Free to Play,Massively Multiplayer,RPG",startrekonline
The Forest,"Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Simulation,Singleplayer,Indie,Realistic,Gore,Early Access,Masterpiece,Zombies","Single-player,Multi-player,Co-op,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Simulation",theforest
Squad,"Early Access,Military,FPS,Realistic,Multiplayer,Tactical,Shooter,War,Team-Based,Action,First-Person,Strategy,Early Access,Simulation,Open World,Co-op,Massively Multiplayer,Atmospheric,Walking Simulator,Indie","Multi-player,Online Multi-Player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Valve Anti-Cheat enabled","Action,Indie,Strategy,Early Access",squad
Terraria,"Sandbox,Survival,2D,Adventure,Multiplayer,Crafting,Building,Pixel Graphics,Exploration,Co-op,Open World,Indie,Action,Online Co-Op,RPG,Singleplayer,Platformer,Replay Value,Atmospheric,Family Friendly","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG",terraria
Kerbal Space Program,"Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Singleplayer,Open World,Exploration,Funny,Sci-fi,Difficult,Adventure,Replay Value,Strategy,Comedy","Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Indie,Simulation",kerbalspaceprogram
SMITE®,"Free to Play,MOBA,Multiplayer,Third Person,Action,Mythology,Team-Based,Competitive,Strategy,PvP,Co-op,Massively Multiplayer,e-sports,RPG,MMORPG,Adventure,Funny,Survival,Casual,Nudity","Multi-player,Steam Achievements,Steam Trading Cards","Action,Free to Play",smite
ARK: Survival Evolved,"Survival,Open World,Dinosaurs,Multiplayer,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Early Access,Massively Multiplayer,Singleplayer,Dragons,RPG,Sci-fi,MMORPG,Indie","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,RPG",arksurvivalevolved
DARK SOULS™ II: Scholar of the First Sin,"Dark Fantasy,RPG,Difficult,Third Person,Action,Atmospheric,Action RPG,Co-op,Character Customization,Multiplayer,Fantasy,Adventure,Medieval,Dark,Singleplayer,Souls-like,Lore-Rich,PvP,Story Rich,Remake","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support","Action,RPG",darksoulsiischolarofthefirstsin
Arma 3,"Military,Simulation,Multiplayer,Realistic,Open World,Tactical,FPS,War,Action,Strategy,Sandbox,Shooter,Co-op,Moddable,Online Co-Op,Team-Based,Third-Person Shooter,First-Person,Singleplayer,TrackIR","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Steam Leaderboards,Includes level editor","Action,Simulation,Strategy",arma3
Team Fortress 2,"Free to Play,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting,Moddable","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,In-App Purchases,Partial Controller Support,Valve Anti-Cheat enabled,Stats,Includes level editor,Commentary available","Action,Free to Play",teamfortress2
War Thunder,"Free to Play,World War II,Multiplayer,Simulation,War,Tanks,Flight,Military,Massively Multiplayer,Action,Realistic,Historical,Team-Based,Shooter,Strategy,Co-op,Arcade,FPS,Open World,TrackIR","Single-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Partial Controller Support","Action,Free to Play,Massively Multiplayer,Simulation",warthunder
Dying Light,"Zombies,Survival,Open World,Parkour,Co-op,Multiplayer,Action,First-Person,Horror,Gore,Survival Horror,Crafting,FPS,Adventure,Atmospheric,Shooter,Singleplayer,RPG,Stealth,Sandbox","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,RPG",dyinglight
Borderlands: The Pre-Sequel,"Co-op,FPS,Action,Comedy,Loot,RPG,Open World,Multiplayer,Shooter,Funny,Online Co-Op,First-Person,Space,Adventure,Sci-fi,Action RPG,Singleplayer,Memes,Atmospheric,Masterpiece","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",borderlandsthepresequel
Cities: Skylines,"City Builder,Simulation,Building,Management,Strategy,Sandbox,Singleplayer,Moddable,Economy,Resource Management,Realistic,Mod,Replay Value,Casual,Family Friendly,Modern,Real-Time with Pause,Great Soundtrack,Funny,Action","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Includes level editor","Simulation,Strategy",citiesskylines
Fallout 4,"Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual","Single-player,Steam Achievements,Full controller support,Steam Cloud",RPG,fallout4
Rust,"Survival,Crafting,Multiplayer,Open World,Building,Sandbox,PvP,Adventure,First-Person,Action,FPS,Nudity,Early Access,Co-op,Shooter,Indie,Online Co-Op,Post-apocalyptic,Simulation,Survival Horror","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats","Action,Adventure,Indie,Massively Multiplayer,RPG",rust
Grand Theft Auto V,"Open World,Action,Multiplayer,Third Person,First-Person,Crime,Shooter,Adventure,Third-Person Shooter,Singleplayer,Mature,Racing,Atmospheric,Co-op,Sandbox,Funny,Great Soundtrack,Comedy,Masterpiece,Moddable","Single-player,Multi-player,Steam Achievements,Full controller support","Action,Adventure",grandtheftautov
Warframe,"Free to Play,Action,Co-op,Multiplayer,Third-Person Shooter,Sci-fi,Ninja,Shooter,Parkour,Space,Online Co-Op,Futuristic,Third Person,PvE,Massively Multiplayer,RPG,Hack and Slash,Singleplayer,FPS,Cyberpunk","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Free to Play",warframe
The Witcher® 3: Wild Hunt,"Open World,RPG,Story Rich,Atmospheric,Mature,Fantasy,Adventure,Singleplayer,Choices Matter,Masterpiece,Nudity,Great Soundtrack,Third Person,Action,Medieval,Multiple Endings,Action RPG,Dark Fantasy,Magic,Dark","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",RPG,thewitcher3wildhunt
Rocket League®,"Multiplayer,Soccer,Competitive,Sports,Racing,Team-Based,Online Co-Op,Football,Fast-Paced,Co-op,Funny,Action,Great Soundtrack,Local Multiplayer,Split Screen,Local Co-Op,Singleplayer,Casual,4 Player Local,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats","Action,Indie,Racing,Sports",rocketleague
Borderlands 2,"FPS,Co-op,Loot,RPG,Action,Shooter,Open World,Funny,Multiplayer,Comedy,Online Co-Op,Adventure,Action RPG,Dark Humor,Memes,Sci-fi,Singleplayer,Futuristic,Stylized,Atmospheric","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,RPG",borderlands2
Tom Clancy's Rainbow Six® Siege,"FPS,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Co-op,Competitive,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Psychological Horror,Massively Multiplayer,Singleplayer,Simulation,Casual","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,tomclancysrainbowsixsiege
Path of Exile,"Free to Play,Action RPG,Hack and Slash,RPG,Multiplayer,Massively Multiplayer,Loot,Action,Fantasy,MMORPG,Adventure,Dungeon Crawler,Online Co-Op,Indie,Dark Fantasy,Co-op,PvE,Character Customization,Inventory Management,Fishing","Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Steam Achievements,Steam Trading Cards,In-App Purchases","Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",pathofexile
Dota 2,"Free to Play,MOBA,Multiplayer,Strategy,e-sports,Team-Based,Competitive,Action,Online Co-Op,PvP,Difficult,Co-op,RTS,Tower Defense,Fantasy,RPG,Character Customization,Replay Value,Action RPG,Simulation","Multi-player,Co-op,Steam Trading Cards,Steam Workshop,SteamVR Collectibles,In-App Purchases,Valve Anti-Cheat enabled","Action,Free to Play,Strategy",dota2
Counter-Strike: Global Offensive,"FPS,Shooter,Multiplayer,Competitive,Action,Team-Based,e-sports,Tactical,First-Person,PvP,Online Co-Op,Co-op,Strategy,Military,War,Difficult,Trading,Fast-Paced,Realistic,Moddable","Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,In-App Purchases,Valve Anti-Cheat enabled,Stats","Action,Free to Play",counterstrikeglobaloffensive
S.T.A.L.K.E.R.: Shadow of Chernobyl,"Atmospheric,Post-apocalyptic,Open World,FPS,Survival,Masterpiece,Action,RPG,Survival Horror,Shooter,Horror,First-Person,Singleplayer,Classic,Based On A Novel,Moddable,Adventure,Sci-fi,Inventory Management,Difficult","Single-player,Multi-player","Action,RPG",stalkershadowofchernobyl
Chivalry: Medieval Warfare,"Medieval,Multiplayer,Action,Gore,First-Person,Swordplay,Violent,PvP,Third Person,Indie,Competitive,Team-Based,Hack and Slash,FPS,Historical,Class-Based,Co-op,Atmospheric,Simulation,Difficult","Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Includes level editor","Action,Indie",chivalrymedievalwarfare
